"W" "Pvalue"
"Ruminococcaceae UCG-014" 0.606755154844161 1.21101210520052e-05
"Ruminococcus 1" 0.808325661314794 0.00264449582284442
"Staphylococcus" 0.675338795623632 6.15754402375788e-05
"Tyzzerella" 0.631785041189753 2.14944083964171e-05
"UBA1819" 0.669649081766403 5.34411528281564e-05
"[Eubacterium] hallii group" 0.6686740702074 5.21661514470377e-05
"[Ruminococcus] gauvreauii group" 0.262223169781896 2.16690964289437e-08
"Anaerostipes" 0.647716529822162 3.13254432637163e-05
"Anaerotruncus" 0.514722651506054 1.73119850427584e-06
"ASF356" 0.724270040263016 0.000220703357461668
"Coprococcus 2" 0.456974109527487 5.70824354697536e-07
"Dorea" 0.395216764659764 1.88419078641061e-07
"Fusicatenibacter" 0.396663486328933 1.93214180872989e-07
"Lachnospiraceae UCG-008" 0.464324859573386 6.54683976039601e-07
"Marvinbryantia" 0.699204551083946 0.000113229092227675
"Rikenella" 0.538481040099287 2.79688348436607e-06
"Ruminococcaceae UCG-013" 0.474512917971083 7.93191256753542e-07
"Gordonibacter" 0.262223169781896 2.16690964289437e-08
"Lachnospiraceae UCG-004" 0.262223169781896 2.16690964289437e-08
"Parabacteroides" 0.716656637175484 0.000179639368697051
"Prevotella 9" 0.600735986512402 1.05822522487132e-05
"Prevotellaceae UCG-001" 0.79683742401541 0.00183649324627636
"[Ruminococcus] torques group" 0.448986411459351 4.92467968884427e-07
"28-4" 0.663534097893878 4.59597435646441e-05
"Anaerosporobacter" 0.376395782008516 1.36340168161285e-07
"Eisenbergiella" 0.536991315282127 2.71284846466783e-06
"Lachnospiraceae UCG-010" 0.389421041225164 1.70438151081433e-07
"Treponema 2" 0.436624826940698 3.92888405178279e-07
"[Eubacterium] brachy group" 0.486911070654513 1.0049739664765e-06
"Adlercreutzia" 0.442382010148677 4.36307878112113e-07
"Bacillus" 0.262223169781896 2.16690964289437e-08
"Family XIII AD3011 group" 0.262223169781896 2.16690964289437e-08
"Intestinimonas" 0.58227758840001 7.04796637803814e-06
"[Eubacterium] nodatum group" 0.500833434428067 1.31641399742042e-06
"Achromobacter" 0.728533923834357 0.000247983336307696
"Parvibacter" 0.403844093953499 2.19006104537047e-07
"Harryflintia" 0.262223169781896 2.16690964289437e-08
"Prevotellaceae Ga6A1 group" 0.643346443934339 2.82246032668552e-05
"Delftia" 0.262223169781896 2.16690964289437e-08
"Lachnospiraceae NC2004 group" 0.341863293995701 7.65089367006794e-08
"Streptococcus" 0.399538262368702 2.03130749068438e-07
"Butyrivibrio" 0.370684128827742 1.23742879649458e-07
"Enterorhabdus" 0.449320783754143 4.95508022362108e-07
"Lachnospiraceae UCG-009" 0.491922160463049 1.10694572932646e-06
"Pseudomonas" 0.262223169781896 2.16690964289437e-08
"Escherichia-Shigella" 0.262223169781896 2.16690964289437e-08
"XBB1006" 0.262223169781896 2.16690964289437e-08
"Anaeroplasma" 0.393507884165809 1.82917094888516e-07
"Trichococcus" 0.398614605784589 1.99887014243646e-07
"Glutamicibacter" 0.307866562613673 4.41407316188602e-08
"Sphingobacterium" 0.262223169781896 2.16690964289437e-08
"[Eubacterium] ventriosum group" 0.262223169781896 2.16690964289437e-08
"Acinetobacter" 0.292817818413933 3.47960412774576e-08
"Arthrobacter" 0.262223169781896 2.16690964289437e-08
"Brevundimonas" 0.39938832261605 2.02600412298528e-07
"Gemella" 0.467289904395027 6.92128235974006e-07
"Providencia" 0.397052068850994 1.94524049120134e-07
"Ruminococcaceae UCG-011" 0.396773574490729 1.93584323578576e-07
"[Bacteroides] pectinophilus group" 0.497482742480302 1.23309570553848e-06
"Coprococcus 3" 0.262223169781896 2.16690964289437e-08
"Comamonas" 0.262223169781896 2.16690964289437e-08
"Morganella" 0.262223169781896 2.16690964289437e-08
"Herbinix" 0.262223169781896 2.16690964289437e-08
"Porphyromonas" 0.262223169781896 2.16690964289437e-08
"Dyella" 0.262223169781896 2.16690964289437e-08
"Lachnoclostridium 10" 0.262223169781896 2.16690964289437e-08
"Aerococcus" 0.311167842283616 4.6526217458032e-08
"Marinilactibacillus" 0.262223169781896 2.16690964289437e-08
"Aeromonas" 0.262223169781896 2.16690964289437e-08
"Carnobacterium" 0.262223169781896 2.16690964289437e-08
"Chryseobacterium" 0.262223169781896 2.16690964289437e-08
"Exiguobacterium" 0.262223169781896 2.16690964289437e-08
"Hafnia-Obesumbacterium" 0.262223169781896 2.16690964289437e-08
"Jeotgalibaca" 0.262223169781896 2.16690964289437e-08
"JGI 0001001-H03" 0.262223169781896 2.16690964289437e-08
"Kurthia" 0.263079094923605 2.19542424586821e-08
"Lelliottia" 0.262223169781896 2.16690964289437e-08
"Macrococcus" 0.262223169781896 2.16690964289437e-08
"Muribacter" 0.262223169781896 2.16690964289437e-08
"Pantoea" 0.262223169781896 2.16690964289437e-08
"Planomicrobium" 0.262223169781896 2.16690964289437e-08
"Psychrobacter" 0.262223169781896 2.16690964289437e-08
"Solibacillus" 0.262223169781896 2.16690964289437e-08
"Methylobacterium" 0.262223169781896 2.16690964289437e-08
"Brevibacterium" 0.262223169781896 2.16690964289437e-08
"Gemmobacter" 0.262223169781896 2.16690964289437e-08
"Moryella" 0.262223169781896 2.16690964289437e-08
