"W" "Pvalue"
"Rubrimonas" 0.455142313425932 4.39930929237073e-07
"[Eubacterium] nodatum group" 0.344991205115848 2.24340190161219e-08
"Azospirillum" 0.344991205115848 2.24340190161219e-08
"Bilateria" 0.482557377698272 9.35410974260862e-07
"Candidatus Planktoluna" 0.344991205115848 2.24340190161219e-08
"Enhydrobacter" 0.344991205115848 2.24340190161219e-08
"Halobacillus" 0.509257414541275 1.96139737855048e-06
"Ralstonia" 0.509926722573498 1.99829195704534e-06
"Streptococcus" 0.344991205115848 2.24340190161219e-08
"Paracoccus" 0.51076681393143 2.04559524599661e-06
"Actinomycetospora" 0.344991205115848 2.24340190161219e-08
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium" 0.344991205115848 2.24340190161219e-08
"Ancylobacter" 0.344991205115848 2.24340190161219e-08
"Arthronema SAG 12.89" 0.344991205115848 2.24340190161219e-08
"Cryomorpha" 0.458076889208195 4.76796595949881e-07
"Dechloromonas" 0.344991205115848 2.24340190161219e-08
"Dermacoccus" 0.344991205115848 2.24340190161219e-08
"Desulfomonile" 0.344991205115848 2.24340190161219e-08
"Desulfosarcina" 0.344991205115848 2.24340190161219e-08
"Gemmobacter" 0.554498341685046 6.97169150115582e-06
"Herbinix" 0.344991205115848 2.24340190161219e-08
"Methanosaeta" 0.344991205115848 2.24340190161219e-08
"Mycobacterium" 0.344991205115848 2.24340190161219e-08
"Nitratireductor" 0.508801350797521 1.93665266855745e-06
"Nocardioides" 0.344991205115848 2.24340190161219e-08
"Pelolinea" 0.344991205115848 2.24340190161219e-08
"Pseudokineococcus" 0.344991205115848 2.24340190161219e-08
"Roseobacter clade CHAB-I-5 lineage" 0.344991205115848 2.24340190161219e-08
"Roseovarius" 0.344991205115848 2.24340190161219e-08
"Shinella" 0.344991205115848 2.24340190161219e-08
"SM1A02" 0.344991205115848 2.24340190161219e-08
"Subgroup 23" 0.344991205115848 2.24340190161219e-08
"Synechococcus CC9902" 0.356757821027068 3.07097169428537e-08
"GKS98 freshwater group" 0.418540120844813 1.62113612111931e-07
"Lactococcus" 0.344991205115848 2.24340190161219e-08
"Acinetobacter" 0.482605006542061 9.36642501862461e-07
"Altererythrobacter" 0.344991205115848 2.24340190161219e-08
"Algoriphagus" 0.344991205115848 2.24340190161219e-08
"Azoarcus" 0.344991205115848 2.24340190161219e-08
"Blastococcus" 0.344991205115848 2.24340190161219e-08
"Burkholderia-Caballeronia-Paraburkholderia" 0.344991205115848 2.24340190161219e-08
"Caedibacter" 0.344991205115848 2.24340190161219e-08
"Candidatus Megaira" 0.344991205115848 2.24340190161219e-08
"Candidatus Trichorickettsia" 0.344991205115848 2.24340190161219e-08
"Defluviimonas" 0.344991205115848 2.24340190161219e-08
"Delftia" 0.344991205115848 2.24340190161219e-08
"Devosia" 0.344991205115848 2.24340190161219e-08
"Gemmatimonas" 0.344991205115848 2.24340190161219e-08
"NS3a marine group" 0.344991205115848 2.24340190161219e-08
"Vogesella" 0.344991205115848 2.24340190161219e-08
