"W" "Pvalue"
"Escherichia-Shigella" 0.558664029136574 1.77721728659375e-05
"Fibrobacter" 0.44200866505629 2.14904761462922e-06
"Harryflintia" 0.296840687334701 2.18984734884338e-07
"Lachnospiraceae UCG-002" 0.461921967591217 3.02151415651991e-06
"Lactobacillus" 0.446962749651387 2.33754041627011e-06
"Methanobrevibacter" 0.430462826108314 1.76972118621479e-06
"Parvibacter" 0.296840687334701 2.18984734884338e-07
"Romboutsia" 0.664010866405771 0.000160484643422483
"Saccharofermentans" 0.296840687334701 2.18984734884338e-07
"Sphingomonas" 0.296840687334701 2.18984734884338e-07
"Streptococcus" 0.740794628994796 0.00101107274638225
"Anaeroplasma" 0.445808191397405 2.29209219110035e-06
"Butyricimonas" 0.522046425570711 8.86931862210524e-06
"Lachnospiraceae UCG-004" 0.448410866454319 2.39590433274886e-06
"Pseudomonas" 0.372508126815526 6.91206567583969e-07
"Arthrobacter" 0.296840687334701 2.18984734884338e-07
"Lachnospira" 0.395519662227061 9.97307223579627e-07
"Lachnospiraceae UCG-010" 0.296840687334701 2.18984734884338e-07
"Akkermansia" 0.296840687334701 2.18984734884338e-07
"Ruminococcaceae UCG-001" 0.395828576529639 1.00228601008349e-06
"Butyrivibrio" 0.40611819202715 1.18419042464492e-06
"Cerasicoccus" 0.429334687642036 1.73667991489992e-06
"Coprococcus 1" 0.430544727423765 1.77214583582036e-06
"Lachnospiraceae NC2004 group" 0.831189704908423 0.0124585564635291
"Bacillus" 0.306453377742913 2.52283333165732e-07
"GCA-900066225" 0.545302941013496 1.37401581114711e-05
"Lachnospiraceae UCG-003" 0.396114165766784 1.00691237930592e-06
"Rhodococcus" 0.296840687334701 2.18984734884338e-07
"Ruminococcaceae V9D2013 group" 0.616268407639793 5.68484669985038e-05
"Tyzzerella 3" 0.653717160022861 0.000127507433331452
"Ruminococcaceae UCG-003" 0.296840687334701 2.18984734884338e-07
"[Ruminococcus] gnavus group" 0.728491181929025 0.000740815337056776
"Acetobacter" 0.296840687334701 2.18984734884338e-07
"Aeromicrobium" 0.426900459382649 1.66760049265487e-06
"Afipia" 0.455504624246541 2.70508982269845e-06
"Aminobacter" 0.377272322863987 7.45197796758692e-07
"Carnobacterium" 0.42953753977733 1.74257237143601e-06
"Conyzicola" 0.296840687334701 2.18984734884338e-07
"Devosia" 0.296840687334701 2.18984734884338e-07
"Dokdonella" 0.446803809776477 2.33122736660598e-06
"Enterobacter" 0.671013891144284 0.00018806260560665
"Enterococcus" 0.74810241196598 0.00122010402558693
"Hydrotalea" 0.442279790575637 2.15893334088408e-06
"Leucobacter" 0.446353188259619 2.31342723888538e-06
"Mesorhizobium" 0.296840687334701 2.18984734884338e-07
"Microbacterium" 0.296840687334701 2.18984734884338e-07
"Nitratireductor" 0.296840687334701 2.18984734884338e-07
"Ochrobactrum" 0.489356656718925 4.89294874583158e-06
"Phyllobacterium" 0.442103827844216 2.15251192453396e-06
"Plantibacter" 0.296840687334701 2.18984734884338e-07
"Pseudochrobactrum" 0.562977143134205 1.93296745281018e-05
"Sanguibacter" 0.401721945914174 1.10250899334794e-06
"Sphingopyxis" 0.296840687334701 2.18984734884338e-07
"Syntrophococcus" 0.526426893977926 9.62235089737716e-06
"Thermoanaerobacterium" 0.296840687334701 2.18984734884338e-07
"Collinsella" 0.69811281918785 0.000353233112432526
"Flavonifractor" 0.507512919585114 6.78898509119192e-06
"Fusicatenibacter" 0.873029263617909 0.0462885683700794
"GCA-900066755" 0.296840687334701 2.18984734884338e-07
"Raoultella" 0.439883896133375 2.07322256842188e-06
"Sanguibacteroides" 0.437166446006718 1.98037061955445e-06
"Subdoligranulum" 0.949696981298755 0.556010526124748
"Haemophilus" 0.296840687334701 2.18984734884338e-07
"Lachnospiraceae ND3007 group" 0.421001522617911 1.51203712690729e-06
"Sellimonas" 0.555123800700639 1.65937770448293e-05
"Staphylococcus" 0.426792601820136 1.6646081095741e-06
"Citrobacter" 0.296840687334701 2.18984734884338e-07
"Dialister" 0.532844802119838 1.08511907944161e-05
"Holdemanella" 0.296840687334701 2.18984734884338e-07
"Klebsiella" 0.507507827370092 6.7883548235951e-06
"Lachnospiraceae UCG-006" 0.296840687334701 2.18984734884338e-07
"Lactococcus" 0.396101513434991 1.00670693940121e-06
"Barnesiella" 0.372619871348125 6.92424168602569e-07
"Clostridioides" 0.430428794132679 1.76871472385994e-06
"Erysipelotrichaceae UCG-003" 0.426575430972552 1.65860027194824e-06
"Oscillospira" 0.444783594341529 2.25254694486358e-06
"Lysinibacillus" 0.296840687334701 2.18984734884338e-07
"Aminobacterium" 0.296840687334701 2.18984734884338e-07
"Bilophila" 0.446582349248143 2.32246124840136e-06
"Brochothrix" 0.296840687334701 2.18984734884338e-07
"Proteiniphilum" 0.296840687334701 2.18984734884338e-07
"Sedimentibacter" 0.296840687334701 2.18984734884338e-07
"Syntrophomonas" 0.296840687334701 2.18984734884338e-07
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium" 0.296840687334701 2.18984734884338e-07
"Anaerofustis" 0.429933242634903 1.75412806228706e-06
"Caproiciproducens" 0.41826121634451 1.44509225414507e-06
"Comamonas" 0.296840687334701 2.18984734884338e-07
"Mycetocola" 0.296840687334701 2.18984734884338e-07
"Psychrobacter" 0.296840687334701 2.18984734884338e-07
"Tepidimicrobium" 0.296840687334701 2.18984734884338e-07
"Weissella" 0.296840687334701 2.18984734884338e-07
"XBB1006" 0.487143246097431 4.70366488011202e-06
"[Eubacterium] fissicatena group" 0.296840687334701 2.18984734884338e-07
"Adlercreutzia" 0.296840687334701 2.18984734884338e-07
"Butyricicoccus" 0.296840687334701 2.18984734884338e-07
"Hymenobacter" 0.296840687334701 2.18984734884338e-07
"Howardella" 0.296840687334701 2.18984734884338e-07
"Lachnoclostridium 5" 0.296840687334701 2.18984734884338e-07
