"W" "Pvalue"
"Pseudomonas" 0.561884600474298 3.41400450823818e-05
"Rikenellaceae RC9 gut group" 0.954703222315064 0.741591972335509
"Roseburia" 0.855178753435942 0.0849448486436316
"Ruminiclostridium" 0.800799059538219 0.0208545257274743
"Ruminiclostridium 1" 0.389841297787206 3.21749285541393e-07
"Ruminiclostridium 5" 0.933060424633813 0.511021073947625
"Ruminiclostridium 6" 0.756357166309931 0.00642393237902802
"Ruminiclostridium 9" 0.820347311580454 0.0347707228157189
"Ruminococcaceae NK4A214 group" 0.919449638485303 0.387702533914476
"Ruminococcaceae UCG-002" 0.946880562755925 0.655874381274082
"Ruminococcaceae UCG-003" 0.643179944505314 0.00030706325856591
"Ruminococcaceae UCG-005" 0.89849068923684 0.243380781012135
"Ruminococcaceae UCG-009" 0.878348375061657 0.150851933483411
"Ruminococcaceae UCG-010" 0.92889077556261 0.470856129392455
"Ruminococcaceae UCG-013" 0.8013176235091 0.0211406680646306
"Ruminococcaceae UCG-014" 0.881685196360509 0.163550993732888
"Ruminococcaceae V9D2013 group" 0.848834404905204 0.0723494643984922
"Ruminococcus 1" 0.897554577685305 0.238165019889071
"Selenomonas" 0.690130465654509 0.00108833968918283
"Syntrophococcus" 0.787122539976615 0.0145423962225606
"Treponema 2" 0.801941267486789 0.0214899050574432
"Tyzzerella" 0.873396676066084 0.133670715316175
"Tyzzerella 3" 0.741921635359455 0.00436902461559511
"[Ruminococcus] gauvreauii group" 0.944201030448849 0.626748977372483
"Anaerosporobacter" 0.539339529903891 1.85503268214177e-05
"Anaerostipes" 0.679685180804242 0.000821569107528302
"Erysipelotrichaceae UCG-003" 0.733874423817301 0.00352261060224578
"Lachnoclostridium 5" 0.634453607560028 0.000242630809430327
"Lachnospiraceae AC2044 group" 0.628463852731836 0.000206404793272096
"Lachnospiraceae FCS020 group" 0.389841297787206 3.21749285541393e-07
"Methanosphaera" 0.568705751986818 4.10570251880488e-05
"possible genus Sk018" 0.56952536028215 4.19772500779271e-05
"Ruminococcus 2" 0.575719109084036 4.9631227095598e-05
"Serratia" 0.635748466030979 0.000251261120448826
"[Ruminococcus] gnavus group" 0.822035700001195 0.0363304641493794
"Agathobacter" 0.763292957204311 0.00772779567255776
"Dialister" 0.684074258064071 0.000924634733156601
"Erysipelotrichaceae UCG-009" 0.389841297787206 3.21749285541393e-07
"Flavonifractor" 0.842429064548387 0.0614574741309561
"Tyzzerella 4" 0.902347428754136 0.265919401041371
"Coprococcus 2" 0.564505003674536 3.66476132445151e-05
"Enhydrobacter" 0.389841297787206 3.21749285541393e-07
"Lactobacillus" 0.664396943462552 0.000544186039923915
"Leptolyngbya PCC-6306" 0.389841297787206 3.21749285541393e-07
"Pelomonas" 0.389841297787206 3.21749285541393e-07
"Solobacterium" 0.659520733121639 0.000477149384832271
"Thermosinus" 0.389841297787206 3.21749285541393e-07
"[Eubacterium] oxidoreducens group" 0.389841297787206 3.21749285541393e-07
"Sphaerochaeta" 0.680643226311698 0.000843041381813314
"Anaerofustis" 0.559714992379042 3.21941152827805e-05
"CAG-56" 0.570287736264609 4.28517056890377e-05
"Clostridium sensu stricto 1" 0.408036140171263 5.27598010314925e-07
"Fibrobacter" 0.745099796649628 0.0047564562700494
"Robinsoniella" 0.389841297787206 3.21749285541393e-07
"Intestinibacter" 0.389841297787206 3.21749285541393e-07
"Prevotella 9" 0.561093905115365 3.34176188585113e-05
"Acidaminococcus" 0.389841297787206 3.21749285541393e-07
"Gordonibacter" 0.389841297787206 3.21749285541393e-07
"Oscillibacter" 0.389841297787206 3.21749285541393e-07
