"W" "Pvalue"
"Acidovorax" 0.51981745144653 8.73511065073005e-09
"Alcaligenes" 0.179615252483381 7.76637672584594e-12
"Chryseobacterium" 0.671403314101153 6.14220655071695e-07
"Erysipelothrix" 0.179615252483381 7.76637672584594e-12
"Janthinobacterium" 0.523915398762577 9.67977981871471e-09
"Leucobacter" 0.179615252483381 7.76637672584594e-12
"Massilia" 0.538811457198104 1.41291231265303e-08
"Mycetocola" 0.242684866538211 2.39326933408039e-11
"Pelomonas" 0.324363868074614 1.13805514837209e-10
"Sphingomonas" 0.354964699631205 2.11070160674893e-10
"Vitreoscilla" 0.179615252483381 7.76637672584594e-12
"Basidiomycota" 0.179615252483381 7.76637672584594e-12
"Cryobacterium" 0.312656258915762 9.03104930290086e-11
"Rhodococcus" 0.282425085369211 5.03240677814753e-11
"Brochothrix" 0.360256919031276 2.35342807092206e-10
"Psychrobacillus" 0.278501230129443 4.67045923566229e-11
"Brevundimonas" 0.489050200375084 4.11286465912052e-09
"Dyadobacter" 0.345385840798986 1.7359284545106e-10
"Luteimonas" 0.272290069210887 4.15237628335677e-11
"Myroides" 0.48203482592909 3.47842301660349e-09
"Pseudochrobactrum" 0.501086012685048 5.50209978768186e-09
"Rhodoferax" 0.499920001245455 5.348072876663e-09
"Duganella" 0.392605981079691 4.64112136216252e-10
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium" 0.296250267649603 6.56113516121627e-11
"Granulicella" 0.221348048144506 1.62384071907308e-11
"Pseudoduganella" 0.264350277641219 3.57652990715618e-11
"Ramlibacter" 0.53345503073171 1.23214356870693e-08
"Variovorax" 0.512490596059825 7.28027374366214e-09
"Lactococcus" 0.374701220030487 3.17762219597184e-10
"Advenella" 0.253041464846382 2.89702453402348e-11
"Diaphorobacter" 0.359343660188838 2.309531966202e-10
"[Eubacterium] coprostanoligenes group" 0.179615252483381 7.76637672584594e-12
"Alloprevotella" 0.179615252483381 7.76637672584594e-12
"Conyzicola" 0.323521729815499 1.11917964444839e-10
"Delftia" 0.297430765580402 6.71256203723885e-11
"Frondihabitans" 0.502933294263006 5.75576725204383e-09
"Herminiimonas" 0.379323755955461 3.50160533349748e-10
"Noviherbaspirillum" 0.565976713732458 2.87556940844624e-08
"Oerskovia" 0.179615252483381 7.76637672584594e-12
"Plantibacter" 0.268409951484233 3.85967944784127e-11
"Polaromonas" 0.600172494631033 7.33380023953861e-08
"Polymorphobacter" 0.179615252483381 7.76637672584594e-12
"Prevotella 9" 0.179615252483381 7.76637672584594e-12
"Rubellimicrobium" 0.201958431479479 1.14881964126173e-11
"Ruminococcaceae UCG-002" 0.179615252483381 7.76637672584594e-12
"Sutterella" 0.179615252483381 7.76637672584594e-12
"Tardiphaga" 0.204584390412253 1.20352404134014e-11
"Altererythrobacter" 0.192750138258228 9.76730746707394e-12
"Bacteriovorax" 0.216899180396892 1.4990957661137e-11
"Cellvibrio" 0.362574219466021 2.46879458437827e-10
"Diaminobutyricimonas" 0.179615252483381 7.76637672584594e-12
"Fluviicola" 0.275315998221756 4.39678600668968e-11
"Galbitalea" 0.34908322008473 1.8715408253545e-10
"Herbaspirillum" 0.288568179501381 5.65944187746526e-11
"Hydrogenophaga" 0.297282192208213 6.69330361129241e-11
"Kaistia" 0.309642196293119 8.51285985201657e-11
"Luteolibacter" 0.398482874922178 5.26429975882327e-10
"Methylotenera" 0.252540965043658 2.87028198806494e-11
"Microbacterium" 0.231291518089662 1.94373443765321e-11
"Paeniglutamicibacter" 0.179615252483381 7.76637672584594e-12
"Pseudoclavibacter" 0.179615252483381 7.76637672584594e-12
"Pseudoxanthomonas" 0.215272301647671 1.45602744412896e-11
"Sphingobium" 0.369221348927979 2.83394344360994e-10
"Sphingopyxis" 0.25027874163198 2.75260251054942e-11
"Taibaiella" 0.360490188531429 2.36478035593982e-10
"Verticia" 0.282141988506287 5.00533186511484e-11
"Ascomycota" 0.179615252483381 7.76637672584594e-12
"Aeromicrobium" 0.179615252483381 7.76637672584594e-12
"Defluviimonas" 0.179615252483381 7.76637672584594e-12
"Giesbergeria" 0.179615252483381 7.76637672584594e-12
"Limnohabitans" 0.360231867816482 2.35221234229215e-10
"Mucilaginibacter" 0.238092030442721 2.20016172089202e-11
"Novosphingobium" 0.28107339014283 4.90450424294983e-11
"Acidiphilium" 0.179615252483381 7.76637672584594e-12
"Bergeyella" 0.179615252483381 7.76637672584594e-12
"Curvibacter" 0.185884895239747 8.66160166990261e-12
"Dielma" 0.179615252483381 7.76637672584594e-12
"Endobacter" 0.179615252483381 7.76637672584594e-12
"Enhydrobacter" 0.179615252483381 7.76637672584594e-12
"Fonticella" 0.179615252483381 7.76637672584594e-12
"Heliimonas" 0.179615252483381 7.76637672584594e-12
"Roseiarcus" 0.207441621570319 1.2661650476841e-11
"Sandaracinobacter" 0.179615252483381 7.76637672584594e-12
"Phenylobacterium" 0.197968162075359 1.07063605718444e-11
"Caulobacter" 0.312310206404216 8.96990545329633e-11
"Clavibacter" 0.179615252483381 7.76637672584594e-12
"Roseateles" 0.316739466955105 9.78651674532721e-11
"Buttiauxella" 0.402638459651904 5.75772238682078e-10
"Rahnella" 0.544593612589163 1.63983168835531e-08
"Raoultella" 0.616045878198922 1.15231466051767e-07
"Yersinia" 0.47709116422285 3.09384424137814e-09
"alphaI cluster" 0.179615252483381 7.76637672584594e-12
"Pantoea" 0.488600378904205 4.06873334416102e-09
"Bordetella" 0.27757965081582 4.58948441502798e-11
"Cedecea" 0.440947467077967 1.34232814816795e-09
"Citrobacter" 0.213412371169426 1.40837647243043e-11
"Cronobacter" 0.353100254953616 2.03158695136819e-10
"Empedobacter" 0.202640689786316 1.16277673371518e-11
"Lampropedia" 0.213322758820201 1.40612238066662e-11
"Providencia" 0.41500536952118 7.53598249920626e-10
"Simplicispira" 0.179615252483381 7.76637672584594e-12
"Vagococcus" 0.179615252483381 7.76637672584594e-12
"Methylorosula" 0.277871969834963 4.61500815822671e-11
"Klebsiella" 0.415892242677995 7.68398069251071e-10
"Pluralibacter" 0.278362402763823 4.65816572330757e-11
"Chishuiella" 0.179615252483381 7.76637672584594e-12
"Dysgonomonas" 0.339344027567331 1.53610788332816e-10
"Moheibacter" 0.268620908988247 3.87502213135478e-11
"Pseudorhodoferax" 0.330600152570194 1.28868446044267e-10
"Soonwooa" 0.197110035085349 1.05456424619346e-11
"Aeromonas" 0.225327118033966 1.7446555800934e-11
"Deefgea" 0.179615252483381 7.76637672584594e-12
"Erwinia" 0.179615252483381 7.76637672584594e-12
"Coprococcus 2" 0.179615252483381 7.76637672584594e-12
"Rheinheimera" 0.179615252483381 7.76637672584594e-12
"Rhodopseudomonas" 0.293452740556831 6.21644162970121e-11
"Vogesella" 0.179615252483381 7.76637672584594e-12
"Morganella" 0.281316714554093 4.92727394669135e-11
"AAP99" 0.179615252483381 7.76637672584594e-12
"Acidibacter" 0.179615252483381 7.76637672584594e-12
"Aetherobacter" 0.281296432883703 4.9253718010964e-11
"Afipia" 0.179615252483381 7.76637672584594e-12
"Aminobacter" 0.179615252483381 7.76637672584594e-12
"Anaerocolumna" 0.179615252483381 7.76637672584594e-12
"Aquabacterium" 0.179615252483381 7.76637672584594e-12
"Aquicella" 0.179615252483381 7.76637672584594e-12
"Asticcacaulis" 0.2782152517644 4.64517224310452e-11
"Azotobacter" 0.179615252483381 7.76637672584594e-12
"Bauldia" 0.179615252483381 7.76637672584594e-12
"Bdellovibrio" 0.179615252483381 7.76637672584594e-12
"Bradyrhizobium" 0.179615252483381 7.76637672584594e-12
"Bryobacter" 0.179615252483381 7.76637672584594e-12
"Burkholderia-Caballeronia-Paraburkholderia" 0.179615252483381 7.76637672584594e-12
"Byssovorax" 0.179615252483381 7.76637672584594e-12
"Candidatus Ovatusbacter" 0.179615252483381 7.76637672584594e-12
"Candidatus Rhabdochlamydia" 0.179615252483381 7.76637672584594e-12
"Chitinimonas" 0.179615252483381 7.76637672584594e-12
"Chitinophaga" 0.179615252483381 7.76637672584594e-12
"Chryseolinea" 0.179615252483381 7.76637672584594e-12
"Chthoniobacter" 0.179615252483381 7.76637672584594e-12
"Chthonomonas" 0.179615252483381 7.76637672584594e-12
"Coxiella" 0.179615252483381 7.76637672584594e-12
"Cytophaga" 0.279678582364647 4.77609733516281e-11
"Dokdonella" 0.179615252483381 7.76637672584594e-12
"Dongia" 0.179615252483381 7.76637672584594e-12
"DSSD61" 0.179615252483381 7.76637672584594e-12
"Dyella" 0.179615252483381 7.76637672584594e-12
"Ellin6067" 0.179615252483381 7.76637672584594e-12
"Ferruginibacter" 0.183304009908421 8.28062996267918e-12
"Gemmata" 0.179615252483381 7.76637672584594e-12
"Haliangium" 0.179615252483381 7.76637672584594e-12
"Hirschia" 0.179615252483381 7.76637672584594e-12
"Hyphomicrobium" 0.179615252483381 7.76637672584594e-12
"Ideonella" 0.179615252483381 7.76637672584594e-12
"Inquilinus" 0.179615252483381 7.76637672584594e-12
"IS-44" 0.179615252483381 7.76637672584594e-12
"Jatrophihabitans" 0.179615252483381 7.76637672584594e-12
"Lacunisphaera" 0.179615252483381 7.76637672584594e-12
"Larkinella" 0.179615252483381 7.76637672584594e-12
"Legionella" 0.207890046630022 1.27630283024373e-11
"Leptothrix" 0.179615252483381 7.76637672584594e-12
"Luteibacter" 0.179615252483381 7.76637672584594e-12
"Lysinimonas" 0.179615252483381 7.76637672584594e-12
"Mesorhizobium" 0.179615252483381 7.76637672584594e-12
"Methylophilus" 0.276577841502656 4.5031310427018e-11
"mle1-7" 0.179615252483381 7.76637672584594e-12
"MM1" 0.179615252483381 7.76637672584594e-12
"Mycobacterium" 0.179615252483381 7.76637672584594e-12
"Mycoplana" 0.179615252483381 7.76637672584594e-12
"Nitrospirillum" 0.179615252483381 7.76637672584594e-12
"Opitutus" 0.179615252483381 7.76637672584594e-12
"Pajaroellobacter" 0.179615252483381 7.76637672584594e-12
"Paludibaculum" 0.179615252483381 7.76637672584594e-12
"Pedomicrobium" 0.179615252483381 7.76637672584594e-12
"Pedosphaera" 0.179615252483381 7.76637672584594e-12
"Phaeodactylibacter" 0.179615252483381 7.76637672584594e-12
"Pirellula" 0.179615252483381 7.76637672584594e-12
"Piscinibacter" 0.179615252483381 7.76637672584594e-12
"Planctomicrobium" 0.179615252483381 7.76637672584594e-12
"Planctopirus" 0.179615252483381 7.76637672584594e-12
"Prosthecobacter" 0.179615252483381 7.76637672584594e-12
"Pseudaminobacter" 0.179615252483381 7.76637672584594e-12
"Pseudoflavitalea" 0.179615252483381 7.76637672584594e-12
"Pseudolabrys" 0.179615252483381 7.76637672584594e-12
"Pseudorhodoplanes" 0.179615252483381 7.76637672584594e-12
"Reyranella" 0.179615252483381 7.76637672584594e-12
"Rhizobacter" 0.20319685972422 1.17428608695488e-11
"Rhizorhapis" 0.179615252483381 7.76637672584594e-12
"Rhodanobacter" 0.179615252483381 7.76637672584594e-12
"Roseococcus" 0.179615252483381 7.76637672584594e-12
"Roseomonas" 0.179615252483381 7.76637672584594e-12
"Sediminibacterium" 0.179615252483381 7.76637672584594e-12
"SH-PL14" 0.179615252483381 7.76637672584594e-12
"Singulisphaera" 0.179615252483381 7.76637672584594e-12
"SM1A02" 0.179615252483381 7.76637672584594e-12
"Spirochaeta 2" 0.179615252483381 7.76637672584594e-12
"Spirosoma" 0.259234616827064 3.25046836907258e-11
"SWB02" 0.179615252483381 7.76637672584594e-12
"Terrimicrobium" 0.179615252483381 7.76637672584594e-12
"Terrimonas" 0.179615252483381 7.76637672584594e-12
"UBA6140" 0.179615252483381 7.76637672584594e-12
"Xenophilus" 0.179615252483381 7.76637672584594e-12
"Arsenicitalea" 0.179615252483381 7.76637672584594e-12
"Azospirillum" 0.179615252483381 7.76637672584594e-12
"Clostridium sensu stricto 9" 0.179615252483381 7.76637672584594e-12
"Gemmatimonas" 0.179615252483381 7.76637672584594e-12
"Lachnoclostridium" 0.179615252483381 7.76637672584594e-12
"Lachnoclostridium 5" 0.179615252483381 7.76637672584594e-12
"Pectobacterium" 0.179615252483381 7.76637672584594e-12
"Pelosinus" 0.179615252483381 7.76637672584594e-12
"Uliginosibacterium" 0.179615252483381 7.76637672584594e-12
"Undibacterium" 0.179615252483381 7.76637672584594e-12
